Unnamed: 0,product_title,star_rating,review_body
156,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"As of now, it's working fast and fingerprint scanner is also quick.Windows 11 through insider program was downloaded by me and it is working flawlessly. It is surely an upgradable device, nothing to worry about. Wait for an official release of Windows 11 as insider program is a beta. If not, you can also upgrade it right now through windows insider program."
157,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,Performance is really fastBattery lasts 6 to 7 hoursDisplay quality excellentI just loved backlit keyboardLight weightPremium lookBlindly go for it
158,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"So far, so good.Things that could've improved:Screen quality and brightnessCameraKeyboard tactile feedbackFingerprint reader"
159,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,The product batter charger arrived defected. There is not enough time to diagnose and react for a return or a replacement and amazon hides behind this fine print not to rpovide any customer support. HP doesnt help with the defect because it was bought from amazon. The worst effect is on us who paid BIG bucks for the below average product from HP and poor customer service from amazon.
160,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,Had an issue with the product and the HP service support is horrible.I have called their support number about 10 times and written multiple emails. It’s been more than 10 days and nothing much has happened.Now the laptop is jst a piece of waste affecting my kids online school.
161,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"I HAD PURCHASED ON 14.06.21 But from 30.08.21 it is creating problem, Automatically got shut down and restarted after 5 minutes and again restarted. Why I dont know, and I have no warranty card also.RegardsGOUTAM ROY"
162,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"I've never written a review in my life, so you can imagine how desperate/angry/whatever I am. I dislike this laptop so badly that I'm writing this review. This laptop has the worst design you can imagine; it gets hot even with routine use and then crashes. I've already lost a lot of work as a result of this terrible laptop. This laptop was my greatest mistake, and yeah, I squandered my money on this useless ""thing""."
163,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"The media could not be loaded.                  Nice laptop, Light weight, elegant look, Super fast , Audio and video qualities are excellent, rebooting and restarting laptop is very fast, finger print performance is too good."
164,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,No sd card slot
165,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,"The laptop on an offer on Amazon is a good buy . All throughout hv used Fujitsu only in the corporate and personal world . The HP Pavilion comes as a surprise  .PositivesLight to carry , great screen display , perfect picture and a good bundlingNegativesOnly two UAB ports so you need a USB Bus , keyboard with backlit is at times blinding , keys are a bit flimsy and there is no accessory like a carry bag, mouse, mouse pad etc . Looks delicate overall as compared to much earlier versionsOverall a decent buy if you use an external keyboard and have a USB Hub ."
166,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"I have been using this laptop since August, it's very compact and lightweight. The weight distribution is good but you still cannot open the lid with one hand.The screen is okay not the best I have seen but you can perform day to day task very easily.Keyboard is quite good, the key travel is nice and the three-level backlight is awesome.The battery is same as any slim professional laptop, gives 4-5 hrs battery backup in normal use and definitely this number reduces when heavy tasks are performed.Fingerprint accuracy 8.5/10.Upgradability is the single ssd that you can swap for more storage and from two- 8gb ram one them is upgradable.Conclusion, this laptop is a very good performer in the basic to semi-heavy tasks. Due to lack of dedicated graphics card, games are not as smooth they should be but as a professional this device in one of the best."
167,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,3,"After using 6 months here is my review for this product for first 5 months it was great laptop but now in 6th month i am facing many issues screen is stuck, programs not opening, slow process, software crash. I am presentation designer I only use powerpoint and adobe illustrator ( legal ones no cracked software) . no coding no video editing nothing i feel like my friend's 50k laptop is better than this."
168,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,I have been using the laptop for past few weeks.(1) best laptop available with the given features at this price.i am a Dell fan and was comparing extensively then finally settled with HP.(2) finger print senser is awesome. No more typing password and waiting(3) the look and feel is premium (I got silver one)(4) the windows and other software setup was effortless and fast(5) the laptop works seemless for both work and entertainment(6) MS office was availableCons(1) can heat up mildly after an hour of use.Can easily handle it if you use a laptop stand and give enough ventilation
169,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,"Cons:This laptop has rectangular display and if you were using MacBook 13, you might get surprised to see this screen feels smaller than that. So I suggest checking this out in physical store before buying.I did not like the mouse trackpad as it’s not very responsive and sometimes gives wrong feedback.Battery is decent, If not the best.Pros:Thin, sleek, lightweight and handy.Windows package is good with free office.Laptop in general is quite fast"
170,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,"Very good laptop, very light weight so can easily care and operate with single hand.Battery life is okay as of now.Brightness is also okay not so bright.Sound disappointed as it’s not that great it’s hardly manageable at this price point.Overall good laptop.And yes, type-c port supports charging also so this is something cool 😊"
171,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,3,"Battery life is extremely poor , not value for money"
172,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"An Amazing product from HP. Laptop was delivered today as promised by Amazon.A 16GB RAM, Intel i5-11th Gen processor, with 512 GB SSD with IRIS integrated graphics , FHD display, backlit keyboard...what else we need in a laptop which costs less than 65k cost?Looks premium.I searched all the ecommerce portals and even visited the stores, couldn't find a 16GB RAM laptop with in 65k budget.5stars for HP pavilion 14 laptop and 5 stars for Amazon :)"
173,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"Laptop received exactly as per specs. I have opened the package in front of delivery boy based on few -ve reviews. However, I did not have any -ve surprises.Laptop is giving ~6hrs of working time (non-video / non-games) for my office use. I encountered absolutely zero problems. It's a big thumbs-up from my end."
174,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,3,"Pros:It is light weight, good graphics and configuration.Cons:But not worth of the cost. The touch pad is pathetic and very unconfortable to use.Battery life ok not great. Camera quality not good.Over all this was my first HP buy!. Earlier I had Dell laptop and comparatuvely HP has very delicate and no fun Hardware. I regreting the deciaion to opt HP!!"
175,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"Battery is degraded to 78% of full design capacity after only a year. Talked to customer service, they have no idea how battery works and says full design capacity fluctuates charge by charge (WTF). Denied any repair or replacement. Service technicians have no idea what they are doing. Laptop heats up a lot (incredibly uncomfortable to hold), I think CPU power management tuning is not done properly, did it myself by reading windows documentation, dose not heat up that much now. Overall good machine but that battery issue is just not acceptable. Service is non existent, they will frustrate you till you give up. For you own peace of mind do not buy this laptop."
176,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,"Worth of money ,high configuration good one."
177,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"dont go for hp ., finger print not working properly and just after warrenty period facing ssd issue .,"
178,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,It claims to have MS Office home and student free for lifetime but after 10 months of usuage it shows that i need to subscribe it as it is valid for only 1 year.
179,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"Build of this laptop is absymal, low quality material used for the body.And Amazon won't accept this as a reason for return, so I highly recommend not to buy this laptop, and shame on Amazon for not having a return option on the case of quality of a product."
180,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"The media could not be loaded.                  Horrible experiance. First time I bought Laptop from Amazon and really horrible experiance. I ordered Laptop with Win10 but received Win11. After 1-day, Win11 crashed and now not able to Log-in. I have placed replacement request but it's showing some technician will visit to check the issue.Please check attached Video. You can understand the issue.I am in really helpless situation."
181,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,Don't buy this product as in just 15 days the screen started blurring and one horizontal and vertical line appeared on laptop screen and laptop crashed. I used this laptop only twice for 3 hours and third time it crashed and service is also pathetic it has been 12 days but no one came for HP service yet. Don't waste your hard earned money on thia laptop.
182,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,MS office stops working in one month . Around the same time the refund window expires . Then it is a ping pong between the pathetic support from Amazon customer service ( vishwajit ) and hp . You will never get a resolution except for writing in these forums.
183,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"Do not purchase any HP, unless you are very sure of. The touch pad makes noise while scrolling or using.Right click command keeps popping up without having clicked right....Laptop Technical Team guys confirmed the issue... which is very common in HP.. according to one. Asking for Return"
184,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,The media could not be loaded.                  All over good but build quality is very badBuilt quality is no goodBuilt quality rating 3/5All over 4/5
185,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,I recently bought HP pavilion Laptop but it is not working !  I don't know what should I do?
186,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,The media could not be loaded.                  I wasted my money and compain many time but they did not respond.
187,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,Bettery gose to die quicklyAnd 8% les laptop shut down u can't use les then 8% bettery remain
188,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,The laptop hangs frequentlyPlease Don't buy
189,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,decent product lightweight  8/10looks goodmulti-tasking performance you can browse so many tab its good no lagfinger scanner  is so fastboot time 7sec
190,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,Battery life is not upto the 2021 standards and it is only last for 4 hours on normal usageRest every thing is great and the body is plastic not aluminium. The laptop is light weight and great performance.
191,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"The product specifications  are appearing worth while working with the laptop. Nice product by HP. Excellent performance, classic graphics, sound quality- a real Dolby sound much exhilarating, backlit keyboard, good battery backup upto 7-8 hrs.  Slim n light weight product with elegant look. The biggest thing is its startup and log off time which hardly takes 5 to  3 secs respectively.Pros: Nice laptop ... highly commendable.Cons: Not yet noticed after its 3 days purchase."
192,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"No matter how promising HP laptops look, their build quality is poor and have a track record of shipping faulty laptops and misfit chargers - speaking from experience with a top of the line 2L HP Envy laptop.If the laptop is dead on arrival, they have a pretty lengthy process to get a certificate and their services, especially in Mumbai, India are pretty poor.Save your hard earned money, if you want a reliable laptop, would highly recommend  Asus."
193,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,This  could easily be the worse laptop at this price point as quality of the product isn't anywhere close to satisfactory....i don't knw if others have noticed it but the screen panel itself isn't installed properly into the panel housing....it could be misalignment or unsymmetric spacing between the left and right sides of the screen panel and top n bottom also.....even all the entry level laptops that i have come across have properly installed panels.....so please check carefully with the screen panel ...its not perfectly postioned......overall a really bad experience with HP ......
194,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"Bought a HP laptop in May 21. MS office stopped working. Though Invoice says it includes Windows10 with MSoffice, the office installed seems to be fake! Really surprised to see such fake suppliers on Amazon platform that for such costly products.I can't even take this up with either vendor or Amazon."
195,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"Good product screen works until you are lucky , good to roam after service centers . Screen best defective piece in the world , battery following it"
196,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,Nice product in this price range
197,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,"Laptop bahut hi badhiya fast finger , fast startup withing 2 or 3 second.laptop comes with window 10 but receive krne ke bad usi din maine window 11 update kr diya tha,microsoft office for student ka free licence mila jisko activate krna padta hai.slim light weight laptop,battery backup thoda jyada hona chahiye tha,  small application use krne pr 4 ya 5 hr backup de raha hain 6 hr tk hona chahiye tha.thoda kamjor product h, screen ko agar thik se handle na kiya jaye to jaldi hi tut jayega.overall very good product with 66k price.one day delivery select kiya tha 150rs extra pay karke 24 hr ke andar deliver ho gya tha"
198,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,Really it is a wonderful Laptop. Look wise- beautiful. Performance-Nice and smooth. Battery Life- OKOver-all- Value of money.Happy to purchase
199,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,Liked it based on past couple of weeks usage. Was expecting a better battery backup.
