,product_title,star_rating,review_body
120,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"Awesome features in this laptopScreen is delight, back lit keyboard is awesome, finger print recognition is really good. I cannot imagine I could get all these features at this price. Super fast drive, free office what else you need.... 16 gb ramBeen using this for more than 2 weeks.. I am really really happy. On top of it awesome customer care service on what's app"
121,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"First, Notebook is Over HeatingSecond,  Notebook is not openingI am fully unsatisfied"
122,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"The media could not be loaded.                  I got the DV1001TU  model. Product description claims to be anti-glare screen but in fact, it is so highly reflective like a mirror, that I can comb my hairs using it; very uncomfortable to work on. Touchscreen laptops usually have reflective screens (like the one on the right in the video that I've uploaded), but this is not even touchscreen. Simply unacceptable screen quality. The product is not returnable; it's replacement only and Amazon makes it a walk through hell, to return this on account of false description.Connecting second monitor over USB-C DP does not work; second display as well as the laptop display starts losing signal. Driver update makes not difference.Windows 11 is preinstalled and its not easy to install Windows 10; drivers for SSD are missing if you try a clean install with ISO created with Windows Media Creation Tool."
123,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"The media could not be loaded.                  1. I bought this laptop in exchange. Old laptop had a Lil crash on it. Delivery guy first denied to exchange as there was a small crack. When I said to back the new product he asked me some money and said he ll manage at his end. I didn't pay him. Later on he agreed to take old product and in case if it gets rejected in the policy he ll take back new laptop. But nothing went wrong so he didn't call me back after.2. Please see the images and video. In just 6 months of use I faced display flickering issue. Even though it was under warranty, I had to run to service center for repair. They tried to reinstall OS but it was of no use. Finally they had to change the entire display and to my surprise even that didn't solve the issue.I am still facing the same flickering of display issue.Frustrated with the service and quality of the product."
124,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,"Everything is good. But I am little bit disappointed , I was expecting better battery backup."
125,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,The media could not be loaded.                  Writing review after a week of using my beautiful slim light weight laptop.No need to describe much as I found no cons in this laptop functioning nice no issues till now price might be a bit high but overall I found very nice and handy laptop for all students and study purpose and using software applications running smooth.
126,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"Worst Amazon experience ever. This laptop arrived with a defective battery and even after 3 hours of charging, the battery level remained at 65% when the power cord was removed from supply. Immediately on removing the power cord the laptop shuts down. There is no matter any charge left on the laptop battery which seems to be defective. Never expected such a faulty product from HP. Very pathetic and really disappointed. Could not return it or replace it without booking an inspection appointment. Waiting for them to arrive and inspect it. Never buy HP products as they dont appear to be QC ed properly. Could not give a negative rating so selecting 1 star.Edited - The inspection happened 2 days after requesting for replacement. The replacement laptop was approved and ordered. It took another 2 days for Amazon to ship and deliver. However, the delivery person refused to hand over the replacement and accept the defective laptop as he could not power it on!!The actual defect was the battery and there was no way he could start it or power on without using the external power cord.The delivery person left without accepting the inspected and marked defective laptop. I’m still waiting for confirmation that the laptop will be replaced. Pathetic experience from both Amazon and HP. Would have given negative 10 stars for Earth’s customer centric company if possible."
127,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"This is an excellent product. Appearance looks great. Start and shutdown in a blink due to NVMe SSD. All the configurations including RAM, processor, ports are well tested and optimized. Very light waight and portable for frequent travellers."
128,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,2,It’s look like renewed laptop because laptop charging jack is loose and left side speaker sounds like it’s tear. Bad sound quality  and finger sensor quality look like 2011 touch phone of wing and any Chinese phone touch. Waste of money and one more thing day by day Amazon product quality getting poor
129,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"Did a lot of research and landed on this laptop. I am not a gamer and didn't want a gaming laptop or a laptop with a dedicated graphics card. If that's your thing, then probably look elsewhere. Was not able to find this configuration anywhere for this price - 512gb SSD, 16gb RAM with i5 processor. It's an absolute beast. Everything flies and windows is looking so much better now (I was coming from a macbook pro). I was taken a back at how good this thing is. Does all the daily tasks without a sweat. The audio output is also decent (not great). Has a USB C port which can be used for charging (haven't tried this, but someone else had put a detailed review with this feature - check it out).One con: If you close the lid and connect it to an external monitor, the wifi speed drops, if you're a bit far from your router. Let me explain: my office room is a bit far away from the router (don't ask me why I set it up like this). I took the laptop there and connected it to my monitor and closed the lid and kept it on a stand. The wifi became very slow. I disconnected the monitor and opened the lid and checked to see that the wifi speed was triple now. Googled and saw that the wifi antennas are below the trackpad - so someone suggested to keep the trackpad part of the laptop on top while placing it on the stand. This helped a bit; in the end, I kept the lid a wee bit open on the stand, and this solved the issue."
130,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"I had given a good review earlier but 40 days later it is different story altogether. HP black screen problem is all pervading. I have installed no softwares nothing that could harm computer, but it is giving me ride for the day. No amount of customer response is helping.  I have scheduled for on site visit. Let's see where it goes.Switch to apple if you can afford."
131,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,This is my first laptop and i love it !... It turn on within in fraction of seconds..Pros :1) 16 gigs of RAM & i 5 11 gen processor gives the butter smooth experience.2) Excellent battery lifeCons:Touch pad should be more precise
132,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,2,"Update after one month usage - MS Office 2019 preinstalled edition became unlicensed version within 30 days and refused to activate. HP support shared their product sheet that stated that this laptop came only with a trial version of MS Office 2019. Now I am chasing seller Appario Retail to honour the commitment.Bad experience after paying high price (around ₹67,000) for preinstalled genuine software.Other wise product has sleek looks, superfast fingerprint scanner, very good display, very responsive touchpad, decent (but tinny) speakers, USB C and barrel plug charging options and under 10 second boot up (SSD drive). Preloaded with Win10 Home and MS Office (not sure whether trial or full version). Drawbacks - weighs 1.42 kg, base gets warm rather quickly and so does the power adapter. Decent for a college student."
133,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,The media could not be loaded.                  The laptop I received was having RAM issues which could only be diagnosed after 7 days. And so I have to incur the repair cost .Hence I would advise not to buy anything electronic from Amazon.For every thing else Amazon is just good.
134,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,The media could not be loaded.                  System turns off automatically in few seconds so poor
135,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,I bought this laptop from hp store. This is the best budget laptop having 16gb - 3200 RAM. We can also increase the capacity of SSD to 1TB.One thing I didn't like is 250 nits brightness..mit should have been 300 nits.- latest 11th gen processor- 16gb RAM- SSD storage- Backlit keyboard- Fingerprint- Type C charging (but they don't provide type C Charger)- Only 1.41 kg
136,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,Only cpu speed  I see different than mentioned in laptop  details.
137,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,"Can someone let me know what's the model number displaying in HP warranty support for Dv1001tu? I received this laptop today. Model number on the box , Laptop back panel and Specification details are matching . But when I am seeing in HP portal, it's showing DV1000"
138,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"Before ordering the Laptop, I prayed to god to send me the perfect laptop without needing to contact the seller or the HP. and Yes, my prayed were answered. The Laptop works as expected - audio, camera, speed (as it has 16 GB RAM). Thanks HP and Amazon."
139,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,The media could not be loaded.                  Good product
140,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"Like:Booting time is very less.Light weightSuper fastFinger touch unlock is super fastDislike:180 hinges are missingOpening lid is not designed properly, bit difficult to open the lid"
141,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,2,The media could not be loaded.                  I had seen the specifications and bought this laptop upon checking details this laptop is not 4.2ghz it is only 2.42 ghz. The battery does not last more than 2 hours
142,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"A bad choice purchase from amazon. After a week of use, the laptop screen display goes off every 5 to 10 minutes. When it goes off, I need to switch the laptop on, the display comes back and after 5 minutes again goes off, again switch it on.  Tired of it. Frustrated. Don't buy electronics from Amazon."
143,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,3,"After using one yearPros:1. Feels premium2. No lagging3. Gta v you can play easily but not at high frame rateCons:1. Heating issue is there2. Battery not last as mentioned it just giving 2,3 hours of backup when you are doing some work. If you’re watching movie then 3,4 hours of backup it will give3. Main issue is product is not sturdy, when you hold your laptop with just one hand then it sometimes shutdown and also you will get to see some red line on screen when a little thing you drop at the top of the laptop.At this price point go for dell it has metal body."
144,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,"This laptop from HP has an excellent hardware configuration. A brand new laptop was delivered to me within 1 day of placing the order. The set-up was pretty fast. You can configure the Office 365 1-month trial version (comes with the laptop) or install your own MS-Office copy. Does not come with a carry-bag or any other accessory. Start-up is extremely smooth and fast with Windows Hello Fingerprint Scan and no problems encountered in the last more than 15 days of daily usage. The fingerprint scanner can however only be used for Windows Hello, it cannot be used for entering your password on websites using HP Security Manager App (as confirmed by HP Support Specialist). Other than this, no problems with the hardware configuration."
145,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,3,The system heats up a lot during normal usage or even when kept idle. Rest all seems ok as of now. Boots fast and good at multitask. Expected a privacy shutter for web cam at this price. Privacy concerned people pls buy one from amazon.
146,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"In just 6 month, Laptop’s charging pin short circuited and burned the port as well.HP claims 1 year manufacturer’ warranty which is a JOKE guys, beware of that.Reached out to HP but they being a fraudster company Denied the manufacturer warranty , reasoning they don't cover accidents and Asked around 10 k for chargeable service.Common, your product quality sucks man , own it up. Your charger pin short circuited without any liquid spill or moisture.I have a 8 year old Dell laptop, and a 6 year old Acer . Both had no issues in the same house hold.I will never trust this company again.Cheap company , cheap product and utterly disappointing service.It will work like charm UNTIL it can, and then the HP will start drilling more holes in your pocket ."
147,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"HP would not consider dead pixel in warranty as they need 2 dead pixels. Above that if in case there is a dead pixel, then they will try their best to put up many reasons to not entertain it in warranty, calling it customer induced damage.. LOL..Buy this at your own risk from Amazon. Who knows what i faced was because of Amazon induced damage during delivery...Someone tell HP that most common reason for a dead pixel is a MANUFACTURING DEFECT.."
148,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"MS Office is not activated. Amazon installation services is useless, the guy didn't have sufficient knowledge. Product is not delivered as promised."
149,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"Hp has done a great Job with their newly launched pavilion series. This model has all the latest features and it's very quick too. Best laptop at this price point. Don't think twice, Just buy it. You won't regret it 👍🏻"
150,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,Amazing machine for Web and Android App Development.I am using this laptop with Ubuntu and it's performance is Amazing.
151,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"This is a an ultimate laptop for home business & study use. It comes along with MS Office 2019 and the surprise factor is unlike the description the machine is pre-installed with Windows 11 ! I was expecting Windows 10 and it was a surprise element for me.. Performance is excellent - it boots up fast, browser opens quick and MSO apps are blazing fast.. just like enterprise machines... Screen quality is also great... Overall loved the product. More to come as I use the system"
152,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,MS office 10 was in in the invoice.  After 1 year it is not working.
153,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,Productis missing SD card input and not matching with Actual specification.Rest all are goodOnce replaced but still got same config. Since I had an urgent requirement of Laptop on a work didn't changed second time. Could have been maintained the same specification. Not confident.
154,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,Quality of the laptop seems to be more premium and the lightweight of the laptop fits to our hand. I am not a gamer for normal usage it seems best in class. HP had worked very well in this series with good quality speakers and keyboards are nice power. On and off in lightening speed with the ssd  but the only disadvantage is the internal webcam which makes me very disappointed . its just a hd camera. For this price range HP should work on the camera section. overall nice product.
155,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,The media could not be loaded.                  I like performance of this product .But Same time i will like to tell uI love this product.🤣🤣🤣
156,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"As of now, it's working fast and fingerprint scanner is also quick.Windows 11 through insider program was downloaded by me and it is working flawlessly. It is surely an upgradable device, nothing to worry about. Wait for an official release of Windows 11 as insider program is a beta. If not, you can also upgrade it right now through windows insider program."
157,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,Performance is really fastBattery lasts 6 to 7 hoursDisplay quality excellentI just loved backlit keyboardLight weightPremium lookBlindly go for it
158,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"So far, so good.Things that could've improved:Screen quality and brightnessCameraKeyboard tactile feedbackFingerprint reader"
159,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,The product batter charger arrived defected. There is not enough time to diagnose and react for a return or a replacement and amazon hides behind this fine print not to rpovide any customer support. HP doesnt help with the defect because it was bought from amazon. The worst effect is on us who paid BIG bucks for the below average product from HP and poor customer service from amazon.
160,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,Had an issue with the product and the HP service support is horrible.I have called their support number about 10 times and written multiple emails. It’s been more than 10 days and nothing much has happened.Now the laptop is jst a piece of waste affecting my kids online school.
161,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"I HAD PURCHASED ON 14.06.21 But from 30.08.21 it is creating problem, Automatically got shut down and restarted after 5 minutes and again restarted. Why I dont know, and I have no warranty card also.RegardsGOUTAM ROY"
162,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"I've never written a review in my life, so you can imagine how desperate/angry/whatever I am. I dislike this laptop so badly that I'm writing this review. This laptop has the worst design you can imagine; it gets hot even with routine use and then crashes. I've already lost a lot of work as a result of this terrible laptop. This laptop was my greatest mistake, and yeah, I squandered my money on this useless ""thing""."
163,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"The media could not be loaded.                  Nice laptop, Light weight, elegant look, Super fast , Audio and video qualities are excellent, rebooting and restarting laptop is very fast, finger print performance is too good."
164,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,No sd card slot
165,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,"The laptop on an offer on Amazon is a good buy . All throughout hv used Fujitsu only in the corporate and personal world . The HP Pavilion comes as a surprise  .PositivesLight to carry , great screen display , perfect picture and a good bundlingNegativesOnly two UAB ports so you need a USB Bus , keyboard with backlit is at times blinding , keys are a bit flimsy and there is no accessory like a carry bag, mouse, mouse pad etc . Looks delicate overall as compared to much earlier versionsOverall a decent buy if you use an external keyboard and have a USB Hub ."
166,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"I have been using this laptop since August, it's very compact and lightweight. The weight distribution is good but you still cannot open the lid with one hand.The screen is okay not the best I have seen but you can perform day to day task very easily.Keyboard is quite good, the key travel is nice and the three-level backlight is awesome.The battery is same as any slim professional laptop, gives 4-5 hrs battery backup in normal use and definitely this number reduces when heavy tasks are performed.Fingerprint accuracy 8.5/10.Upgradability is the single ssd that you can swap for more storage and from two- 8gb ram one them is upgradable.Conclusion, this laptop is a very good performer in the basic to semi-heavy tasks. Due to lack of dedicated graphics card, games are not as smooth they should be but as a professional this device in one of the best."
167,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,3,"After using 6 months here is my review for this product for first 5 months it was great laptop but now in 6th month i am facing many issues screen is stuck, programs not opening, slow process, software crash. I am presentation designer I only use powerpoint and adobe illustrator ( legal ones no cracked software) . no coding no video editing nothing i feel like my friend's 50k laptop is better than this."
168,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,I have been using the laptop for past few weeks.(1) best laptop available with the given features at this price.i am a Dell fan and was comparing extensively then finally settled with HP.(2) finger print senser is awesome. No more typing password and waiting(3) the look and feel is premium (I got silver one)(4) the windows and other software setup was effortless and fast(5) the laptop works seemless for both work and entertainment(6) MS office was availableCons(1) can heat up mildly after an hour of use.Can easily handle it if you use a laptop stand and give enough ventilation
169,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,"Cons:This laptop has rectangular display and if you were using MacBook 13, you might get surprised to see this screen feels smaller than that. So I suggest checking this out in physical store before buying.I did not like the mouse trackpad as it’s not very responsive and sometimes gives wrong feedback.Battery is decent, If not the best.Pros:Thin, sleek, lightweight and handy.Windows package is good with free office.Laptop in general is quite fast"
170,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,"Very good laptop, very light weight so can easily care and operate with single hand.Battery life is okay as of now.Brightness is also okay not so bright.Sound disappointed as it’s not that great it’s hardly manageable at this price point.Overall good laptop.And yes, type-c port supports charging also so this is something cool 😊"
171,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,3,"Battery life is extremely poor , not value for money"
172,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"An Amazing product from HP. Laptop was delivered today as promised by Amazon.A 16GB RAM, Intel i5-11th Gen processor, with 512 GB SSD with IRIS integrated graphics , FHD display, backlit keyboard...what else we need in a laptop which costs less than 65k cost?Looks premium.I searched all the ecommerce portals and even visited the stores, couldn't find a 16GB RAM laptop with in 65k budget.5stars for HP pavilion 14 laptop and 5 stars for Amazon :)"
173,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"Laptop received exactly as per specs. I have opened the package in front of delivery boy based on few -ve reviews. However, I did not have any -ve surprises.Laptop is giving ~6hrs of working time (non-video / non-games) for my office use. I encountered absolutely zero problems. It's a big thumbs-up from my end."
174,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,3,"Pros:It is light weight, good graphics and configuration.Cons:But not worth of the cost. The touch pad is pathetic and very unconfortable to use.Battery life ok not great. Camera quality not good.Over all this was my first HP buy!. Earlier I had Dell laptop and comparatuvely HP has very delicate and no fun Hardware. I regreting the deciaion to opt HP!!"
175,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"Battery is degraded to 78% of full design capacity after only a year. Talked to customer service, they have no idea how battery works and says full design capacity fluctuates charge by charge (WTF). Denied any repair or replacement. Service technicians have no idea what they are doing. Laptop heats up a lot (incredibly uncomfortable to hold), I think CPU power management tuning is not done properly, did it myself by reading windows documentation, dose not heat up that much now. Overall good machine but that battery issue is just not acceptable. Service is non existent, they will frustrate you till you give up. For you own peace of mind do not buy this laptop."
176,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,"Worth of money ,high configuration good one."
177,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"dont go for hp ., finger print not working properly and just after warrenty period facing ssd issue .,"
178,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,It claims to have MS Office home and student free for lifetime but after 10 months of usuage it shows that i need to subscribe it as it is valid for only 1 year.
179,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"Build of this laptop is absymal, low quality material used for the body.And Amazon won't accept this as a reason for return, so I highly recommend not to buy this laptop, and shame on Amazon for not having a return option on the case of quality of a product."
180,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"The media could not be loaded.                  Horrible experiance. First time I bought Laptop from Amazon and really horrible experiance. I ordered Laptop with Win10 but received Win11. After 1-day, Win11 crashed and now not able to Log-in. I have placed replacement request but it's showing some technician will visit to check the issue.Please check attached Video. You can understand the issue.I am in really helpless situation."
181,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,Don't buy this product as in just 15 days the screen started blurring and one horizontal and vertical line appeared on laptop screen and laptop crashed. I used this laptop only twice for 3 hours and third time it crashed and service is also pathetic it has been 12 days but no one came for HP service yet. Don't waste your hard earned money on thia laptop.
182,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,MS office stops working in one month . Around the same time the refund window expires . Then it is a ping pong between the pathetic support from Amazon customer service ( vishwajit ) and hp . You will never get a resolution except for writing in these forums.
183,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"Do not purchase any HP, unless you are very sure of. The touch pad makes noise while scrolling or using.Right click command keeps popping up without having clicked right....Laptop Technical Team guys confirmed the issue... which is very common in HP.. according to one. Asking for Return"
184,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,The media could not be loaded.                  All over good but build quality is very badBuilt quality is no goodBuilt quality rating 3/5All over 4/5
185,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,I recently bought HP pavilion Laptop but it is not working !  I don't know what should I do?
186,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,The media could not be loaded.                  I wasted my money and compain many time but they did not respond.
187,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,Bettery gose to die quicklyAnd 8% les laptop shut down u can't use les then 8% bettery remain
188,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,The laptop hangs frequentlyPlease Don't buy
189,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,decent product lightweight  8/10looks goodmulti-tasking performance you can browse so many tab its good no lagfinger scanner  is so fastboot time 7sec
190,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,Battery life is not upto the 2021 standards and it is only last for 4 hours on normal usageRest every thing is great and the body is plastic not aluminium. The laptop is light weight and great performance.
191,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"The product specifications  are appearing worth while working with the laptop. Nice product by HP. Excellent performance, classic graphics, sound quality- a real Dolby sound much exhilarating, backlit keyboard, good battery backup upto 7-8 hrs.  Slim n light weight product with elegant look. The biggest thing is its startup and log off time which hardly takes 5 to  3 secs respectively.Pros: Nice laptop ... highly commendable.Cons: Not yet noticed after its 3 days purchase."
192,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"No matter how promising HP laptops look, their build quality is poor and have a track record of shipping faulty laptops and misfit chargers - speaking from experience with a top of the line 2L HP Envy laptop.If the laptop is dead on arrival, they have a pretty lengthy process to get a certificate and their services, especially in Mumbai, India are pretty poor.Save your hard earned money, if you want a reliable laptop, would highly recommend  Asus."
193,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,This  could easily be the worse laptop at this price point as quality of the product isn't anywhere close to satisfactory....i don't knw if others have noticed it but the screen panel itself isn't installed properly into the panel housing....it could be misalignment or unsymmetric spacing between the left and right sides of the screen panel and top n bottom also.....even all the entry level laptops that i have come across have properly installed panels.....so please check carefully with the screen panel ...its not perfectly postioned......overall a really bad experience with HP ......
194,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"Bought a HP laptop in May 21. MS office stopped working. Though Invoice says it includes Windows10 with MSoffice, the office installed seems to be fake! Really surprised to see such fake suppliers on Amazon platform that for such costly products.I can't even take this up with either vendor or Amazon."
195,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"Good product screen works until you are lucky , good to roam after service centers . Screen best defective piece in the world , battery following it"
196,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,Nice product in this price range
197,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,"Laptop bahut hi badhiya fast finger , fast startup withing 2 or 3 second.laptop comes with window 10 but receive krne ke bad usi din maine window 11 update kr diya tha,microsoft office for student ka free licence mila jisko activate krna padta hai.slim light weight laptop,battery backup thoda jyada hona chahiye tha,  small application use krne pr 4 ya 5 hr backup de raha hain 6 hr tk hona chahiye tha.thoda kamjor product h, screen ko agar thik se handle na kiya jaye to jaldi hi tut jayega.overall very good product with 66k price.one day delivery select kiya tha 150rs extra pay karke 24 hr ke andar deliver ho gya tha"
198,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,Really it is a wonderful Laptop. Look wise- beautiful. Performance-Nice and smooth. Battery Life- OKOver-all- Value of money.Happy to purchase
199,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,Liked it based on past couple of weeks usage. Was expecting a better battery backup.
200,boAt Airdopes 141 True Wireless,4,"My review is a little bit long(sorry!) but I have shared my genuine experience after 7 days of use, it will help you decide whether you want to have these or not:Review [Day 3] (read review on last day of return below this):I loved these airdopes, tested it's batteries after 5 days of use, there doesn't seem to be any problem till now (as most of the reviews had problem related to charging and battery backup.)I am a casual user, music listener and video watcher, so for me it is simply the best.I previously encountered electrical interference in latest launched earbuds which is not at all present in these.Also, the feel of having these in ears is really soft, I used them throughout the day and they were great.Now, bass is quite down in these, also with 8 mm driver it is not that good with low frequency sounds. But it's just a minor loss nothing serious.At 999/- It can assure you BoAt service for a year and also great Battery backup.Earbuds : 5:30 hrCase : 5 times chargedNot 42 hours but around 30-32 hours overall.Not fit to enjoy gaming for hardcore gamers but great for casual gaming.ENC is present but I would say it is very light or rather negligible.Range is 5-7 m (with walls in between.)I charged it @ 10% battery first time, but will try to charge @ 30% or above from now to increase charging cycles. I was confused when to charge them, but apparently it's better to charge them as soon as you don't need them to have a good battery life, also avoid going below 10%.Right now with so many variants out there I believe if you do have a need of earbuds for normal use, these are the best.And one more thing don't forget to check whether the airdopes come to you with plastic sealed box or not. If they are not sealed in plastic then there is high chance of these being a returned product, which may or may not be as good as the one right out of the factory product.[Day 7 with some problems resolved]#Prob 1:The sound abruptly reduced, what I was getting earlier at 40% volume level now became 100% volume level.Prob #2:Also, the pair is not connecting as it should i.e. on opening the caseNow I am deciding to return the product as it is the last day, but suddenly I remembered: The Troubleshooting manual, and tried the following:Solution#:Unpair from the Bluetooth and pair again (even reset it if you want but first unpair it.)Do this 👆👆👆👆 and most probably the disconnecting one side bud or bad volume level will be reset and hopefully will become the same as when we received.Note: But there is this issue of it getting functioning faulty and that when I thoroughly took care of it, never dropped it, softly handled it, charged above 40% etc. So technically these airdopes are not perfected for long use, you may notice some misbehaviour from time to time, but most probably the problem can be reset. So do decide whether to purchase these or not knowing this!I hope it helps you, as I was finding this kind of review before purchase but there were none!This is purely based on my review after I was irritated with some ENC variants of Rs 1500-2000 range. Due to their ENC feature, I noticed electrical interference/buzzing noise.I am keeping it finally as it has at least no buzzing or irritating noise, comes from a known brand at a low budget.Update (After 3 months): This pair is still working fine. I have noticed the battery is not that better as it was initially but it is enough for 3-5 time charge (not from 0% but randomly after each use, generally from 30-50%). They will easily last you at least a day with the charging case in one charge. (Remember one day is the least, if you don't use it like crazy they can even last 2 days). I have noticed though for me using them for long does generate pain in ears (by long I mean for about 4-5 hours straight, I use them while studying to cutoff outside noises, which they perfectly do for me.) Hope it helps to share it's update over a period of use. I always look for such reviews but nobody writes so I thought let it be me only😇!"
201,boAt Airdopes 141 True Wireless,4,"Bought it in January,posting it in August. So i've used it almost 6 months and giving honest review.In short if you are getting it during sale time @899-999,then it's a steal deal..also in regular price b/w 1299-1499 it's a good product..Sound quality is good. Enough loud at 50-60% volume. Bass is also ok. Whenever needed it produces punchy bass. Overall balanced.Mic quality is good in indoor condition,but in noisy environment you can't rely on this. Recevier can't clearly listen to you.You can do gaming as company claiming low latency,i myself didn't test it.Now about battery backup,company claim it will give battery backup of 42 hours with case. 6 hours in single charge+Additional 36 hours(6 times charge via case). But in practical use it gives total 35 hours playback. It will give around 5 hours backup on single charge of buds @ 50-60% volume(if you only listen to music or watching video,but no call or gaming) You can charge the earbuds full 6 times via case: so additional 30 hours.Just one issue with it's design,suit case type box & not easy to carry in pocket. I would say it's a personal preference. If you are into good looks,design then it's not for you.Now it's regular pricing varries between Rs 1299-1499. In this price range also it is one of the best tws under 1500. I will tell why.. now a days many brands are launching tws in the market under 1500. Most of them sound almost similar, difference is like 19/20!! They are just marketing their tws with huge hours of battery backup & by youtubers,reviewers. 48/50 hours of playtime is just myth. I've personally used Truke(Airbuds lite,Buds F1) which is by far the most false promising brand claiming 48 hours of battery in their every tws,but only give 21 hours. Even other tws of boat(Airdopes 121 pro) which claim 40-45 hours playback only give around 25 hours,Defy Gravity Z claiming 50 hours only give 28 hours. If you are impressed by their looks & huge battery backup and thinking to buy those,you will be disappointed after purchase. Instead go with this,you will not be disappointed."
